10, 0
20, 0
30, 0
40, 2.475186257765897E-4
50, 0
60, 0
70, 4.950372515531794E-4
80, 2.475186257765897E-4
90, 2.475186257765897E-4
100, 2.475186257765897E-4
110, 0
120, 0
130, 7.42555877329769E-4
140, 9.900745031063587E-4
150, 2.475186257765897E-4
160, 2.475186257765897E-4
170, 0
180, 7.42555877329769E-4
190, 0
200, 2.475186257765897E-4
210, 0
220, 2.475186257765897E-4
230, 0
240, 7.42555877329769E-4
250, 0
260, 2.475186257765897E-4
270, 2.475186257765897E-4
280, 0
290, 2.475186257765897E-4
300, 7.42555877329769E-4
310, 2.475186257765897E-4
320, 2.475186257765897E-4
330, 0
340, 2.475186257765897E-4
350, 2.475186257765897E-4
360, 0
370, 2.475186257765897E-4
380, 2.475186257765897E-4
390, 0
400, 2.475186257765897E-4
410, 2.475186257765897E-4
420, 4.950372515531794E-4
430, 7.42555877329769E-4
440, 0
450, 0
460, 7.42555877329769E-4
470, 2.475186257765897E-4
480, 4.950372515531794E-4
490, 2.475186257765897E-4
500, 2.475186257765897E-4
510, 0
520, 0
530, 0
540, 0
550, 7.42555877329769E-4
560, 0
570, 2.475186257765897E-4
580, 2.475186257765897E-4
590, 0
600, 2.475186257765897E-4
610, 4.950372515531794E-4
620, 0
630, 0
640, 2.475186257765897E-4
650, 2.475186257765897E-4
660, 9.900745031063587E-4
670, 0
680, 0.0019801490062127175
690, 2.475186257765897E-4
700, 7.42555877329769E-4
710, 2.475186257765897E-4
720, 0
730, 0
740, 2.475186257765897E-4
750, 2.475186257765897E-4
760, 0
770, 2.475186257765897E-4
780, 2.475186257765897E-4
790, 9.900745031063587E-4
800, 7.42555877329769E-4
810, 0
820, 2.475186257765897E-4
830, 2.475186257765897E-4
840, 4.950372515531794E-4
850, 2.475186257765897E-4
860, 0
870, 2.475186257765897E-4
880, 9.900745031063587E-4
890, 4.950372515531794E-4
900, 0
910, 4.950372515531794E-4
920, 2.475186257765897E-4
930, 2.475186257765897E-4
940, 2.475186257765897E-4
950, 0
960, 2.475186257765897E-4
970, 0
980, 2.475186257765897E-4
990, 2.475186257765897E-4
1000, 2.475186257765897E-4
1010, 4.950372515531794E-4
1020, 4.950372515531794E-4
1030, 2.475186257765897E-4
1040, 4.950372515531794E-4
1050, 4.950372515531794E-4
1060, 0
1070, 2.475186257765897E-4
1080, 2.475186257765897E-4
1090, 0
1100, 0
1110, 2.475186257765897E-4
1120, 4.950372515531794E-4
1130, 0
1140, 7.42555877329769E-4
1150, 0
1160, 0
1170, 4.950372515531794E-4
1180, 2.475186257765897E-4
1190, 0
1200, 2.475186257765897E-4
1210, 2.475186257765897E-4
1220, 0
1230, 4.950372515531794E-4
1240, 9.900745031063587E-4
1250, 2.475186257765897E-4
1260, 2.475186257765897E-4
1270, 4.950372515531794E-4
1280, 4.950372515531794E-4
1290, 0.001485111754659538
1300, 2.475186257765897E-4
1310, 2.475186257765897E-4
1320, 2.475186257765897E-4
1330, 7.42555877329769E-4
1340, 4.950372515531794E-4
1350, 7.42555877329769E-4
1360, 0
1370, 4.950372515531794E-4
1380, 2.475186257765897E-4
1390, 2.475186257765897E-4
1400, 4.950372515531794E-4
1410, 2.475186257765897E-4
1420, 0
1430, 0
1440, 2.475186257765897E-4
1450, 2.475186257765897E-4
1460, 4.950372515531794E-4
1470, 2.475186257765897E-4
1480, 9.900745031063587E-4
1490, 9.900745031063587E-4
1500, 2.475186257765897E-4
1510, 2.475186257765897E-4
1520, 2.475186257765897E-4
1530, 0
1540, 2.475186257765897E-4
1550, 7.42555877329769E-4
1560, 0
1570, 2.475186257765897E-4
1580, 0
1590, 2.475186257765897E-4
1600, 0
1610, 0
1620, 0
1630, 0
1640, 4.950372515531794E-4
1650, 2.475186257765897E-4
1660, 2.475186257765897E-4
1670, 0
1680, 2.475186257765897E-4
1690, 0
1700, 0.001485111754659538
1710, 0
1720, 2.475186257765897E-4
1730, 4.950372515531794E-4
1740, 0
1750, 0
1760, 2.475186257765897E-4
1770, 0
1780, 0
1790, 4.950372515531794E-4
1800, 2.475186257765897E-4
1810, 0
1820, 2.475186257765897E-4
1830, 0
1840, 4.950372515531794E-4
1850, 4.950372515531794E-4
1860, 2.475186257765897E-4
1870, 0
1880, 4.950372515531794E-4
1890, 0.0012375931288829483
1900, 0
1910, 4.950372515531794E-4
1920, 2.475186257765897E-4
1930, 2.475186257765897E-4
1940, 7.42555877329769E-4
1950, 2.475186257765897E-4
1960, 0
1970, 0
1980, 2.475186257765897E-4
1990, 0
2000, 0
